order_item_id,order_id,product_id,quantity,unit_price
97,41,102,3,70.33
98,41,63,3,70.69
99,41,41,1,413.3
100,41,91,3,18.28
101,42,49,2,223.44
102,42,94,3,98.38
103,43,109,3,474.6
104,43,5,1,388.94
105,43,78,2,178.84
106,43,118,3,270.51
107,44,19,2,481.57
108,44,96,1,392.98
109,44,31,2,204.41
110,44,41,1,413.3
111,45,2,2,227.62
112,45,27,1,290.83
113,45,89,1,302.49
114,45,45,2,395.21
115,46,57,3,86.93
116,46,54,1,51.2
117,46,114,2,271.14
118,46,64,2,262.12
119,47,101,3,493.51
120,47,84,3,296.84
121,47,29,1,228.74
122,47,58,1,314.67
123,48,14,1,88.35
124,48,44,1,69.64
125,48,114,2,271.14
126,49,44,3,69.64
127,50,84,1,296.84
128,50,78,2,178.84
129,50,21,1,434.19
130,50,13,2,144.14
131,51,85,2,179.01
132,51,39,1,398.86
133,51,13,1,144.14
134,52,7,2,296.02
135,52,1,2,152.37
136,53,26,1,199.39
137,53,4,1,222.34
138,53,22,3,352.21
139,53,38,1,182.32
140,54,63,3,70.69
141,54,34,1,167.01
142,54,83,3,74.31
143,54,50,1,495.96
144,55,6,2,108.89
145,55,57,2,86.93
146,55,34,1,167.01
147,55,108,2,24.71
148,56,86,2,160.68
149,57,108,2,24.71
150,58,61,2,353.33
151,58,11,2,407.7
152,59,16,2,137.33
153,59,23,1,128.59
154,60,11,3,407.7
155,60,56,1,333.93
156,60,106,3,13.26
157,60,19,3,481.57
158,61,72,2,441.09
159,61,71,2,56.08
160,61,110,2,255.77
161,61,67,2,494.14
162,62,15,2,149.85
163,62,20,1,459.79
164,62,73,3,194.45
165,62,75,1,75.71
166,63,113,2,45.8
167,63,34,2,167.01
168,63,84,2,296.84
169,64,36,2,51.11
170,64,19,3,481.57
171,65,51,2,105.15
172,66,3,2,431.79
173,66,105,2,477.45
174,66,40,2,112.83
175,67,18,2,408.51
176,67,96,2,392.98
177,68,25,2,381.93
178,69,106,1,13.26
179,69,66,1,175.07
180,69,9,2,318.22
181,70,23,1,128.59
182,71,7,2,296.02
183,71,91,1,18.28
184,71,36,2,51.11
185,71,106,2,13.26
186,72,31,2,204.41
187,73,76,3,283.83
188,73,45,2,395.21
189,73,21,2,434.19
190,73,96,3,392.98
191,74,21,3,434.19
192,75,35,3,435.11
193,75,53,3,154.42
194,76,83,1,74.31
195,76,77,1,326.76
196,77,55,2,128.94
197,77,110,2,255.77
198,77,59,2,351.22
199,78,75,1,75.71
200,78,1,3,152.37
201,78,85,2,179.01
202,78,72,3,441.09
203,79,62,1,110.64
204,80,34,3,167.01
205,80,92,3,438.53
206,80,39,1,398.86
207,81,85,2,179.01
208,81,88,1,46.7
209,81,93,1,261.29
210,81,84,2,296.84
211,82,95,1,151.29
212,82,75,3,75.71
213,82,74,1,322.58
214,82,44,3,69.64
215,83,65,2,9.6
216,83,109,1,474.6
217,83,108,3,24.71
218,84,17,3,492.82
219,84,34,3,167.01
220,84,104,3,343.06
221,84,98,1,124.34
222,85,29,3,228.74
223,85,112,2,214.67
224,85,54,2,51.2
225,86,109,1,474.6
226,86,61,1,353.33
227,86,111,3,357.75
228,86,75,3,75.71
229,87,112,3,214.67
230,88,112,1,214.67
231,89,19,2,481.57
232,89,111,3,357.75
233,89,24,1,164.44
234,89,63,2,70.69
235,90,58,2,314.67
236,91,101,1,493.51
237,91,17,3,492.82
238,91,56,3,333.93
239,91,55,2,128.94
240,92,69,1,40.06
241,93,3,3,431.79
242,93,1,3,152.37
243,94,17,1,492.82
244,94,50,3,495.96
245,94,76,2,283.83
246,95,59,3,351.22
247,95,67,3,494.14
248,95,68,2,348.55
249,96,46,1,382.32
250,96,22,2,352.21
251,96,3,1,431.79
252,96,29,3,228.74
253,97,16,2,137.33
254,97,92,3,438.53
255,98,77,1,326.76
256,99,54,2,51.2
257,100,90,1,305.76
258,100,27,3,290.83
259,100,88,3,46.7
260,100,2,2,227.62
261,101,80,3,460.35
262,101,90,1,305.76
263,101,54,1,51.2
264,102,15,1,149.85
265,102,64,1,262.12
266,102,78,1,178.84
267,103,38,1,182.32
268,103,6,3,108.89
269,103,64,1,262.12
270,103,89,2,302.49
271,104,117,1,487.29
272,105,100,3,444.92
273,106,59,2,351.22
274,106,34,2,167.01
275,107,47,3,54.29
276,107,41,2,413.3
277,107,95,1,151.29
278,108,43,2,172.19
279,108,115,2,142.35
280,109,24,1,164.44
281,109,52,2,455.16
282,109,59,2,351.22
283,110,15,1,149.85
284,110,90,3,305.76
285,111,103,3,213.33
286,111,87,2,127.65
287,111,24,3,164.44
288,111,49,2,223.44
289,112,118,2,270.51
290,112,15,2,149.85
291,112,57,1,86.93
292,112,9,2,318.22
293,113,86,2,160.68
294,113,67,3,494.14
295,114,45,3,395.21
296,114,87,3,127.65
297,114,50,1,495.96
298,114,108,3,24.71
299,115,110,2,255.77
300,115,112,1,214.67
301,115,10,2,309.99
302,115,42,1,137.93
303,116,71,3,56.08
304,116,49,2,223.44
305,117,12,2,287.19
306,117,58,2,314.67
307,117,16,2,137.33
308,117,96,3,392.98
309,118,72,3,441.09
310,119,114,3,271.14
311,119,72,1,441.09
312,119,84,3,296.84
313,120,109,2,474.6
314,120,43,3,172.19
315,121,15,1,149.85
316,121,98,3,124.34
317,121,29,1,228.74
318,121,44,2,69.64
319,122,6,1,108.89
320,123,79,1,315.9
321,123,25,1,381.93
322,123,120,2,342.12
323,124,97,2,249.97
324,125,99,2,299.0
325,126,64,1,262.12
326,126,68,3,348.55
327,127,119,3,295.29
328,127,100,1,444.92
329,127,89,3,302.49
330,127,23,3,128.59
331,128,65,2,9.6
332,128,54,3,51.2
333,128,118,3,270.51
334,129,58,1,314.67
335,129,18,2,408.51
336,129,78,3,178.84
337,130,92,3,438.53
338,130,120,3,342.12
339,130,81,1,344.85
340,131,118,3,270.51
341,131,17,3,492.82
342,131,84,1,296.84
343,132,98,2,124.34
344,133,87,3,127.65
345,133,115,3,142.35
346,133,37,2,319.25
347,133,104,1,343.06
348,134,7,3,296.02
349,134,8,1,431.22
350,135,108,1,24.71
351,135,89,2,302.49
352,136,14,3,88.35
353,136,112,3,214.67
354,136,95,3,151.29
355,136,111,1,357.75
356,137,89,3,302.49
357,137,7,2,296.02
358,137,50,2,495.96
359,138,26,3,199.39
360,138,112,2,214.67
361,138,107,1,11.83
362,139,100,3,444.92
363,139,25,2,381.93
364,140,23,3,128.59
365,140,66,1,175.07
366,141,17,1,492.82
367,141,75,2,75.71
368,141,1,2,152.37
369,142,119,2,295.29
370,142,77,1,326.76
371,143,10,3,309.99
372,143,41,3,413.3
373,143,29,1,228.74
374,144,70,3,49.22
375,144,52,1,455.16
376,144,45,1,395.21
377,144,114,1,271.14
378,145,97,3,249.97
379,145,68,2,348.55
380,146,58,1,314.67
381,146,116,3,44.12
382,146,79,3,315.9
383,147,118,1,270.51
384,147,50,2,495.96
385,147,70,3,49.22
386,147,37,1,319.25
387,148,63,1,70.69
388,148,38,3,182.32
389,148,25,2,381.93
390,148,66,1,175.07
391,149,81,1,344.85
392,150,107,1,11.83
393,150,27,3,290.83
394,150,107,3,11.83
395,150,113,3,45.8
396,151,59,3,351.22
397,152,23,2,128.59
398,153,53,2,154.42
399,153,58,3,314.67
400,153,52,2,455.16
401,154,83,3,74.31
402,155,46,3,382.32
403,156,37,2,319.25
404,157,21,3,434.19
405,157,29,1,228.74
406,157,96,2,392.98
407,157,102,3,70.33
408,158,2,3,227.62
409,158,112,3,214.67
410,158,19,1,481.57
411,159,69,3,40.06
412,159,11,2,407.7
413,159,27,3,290.83
414,159,95,3,151.29
415,160,21,1,434.19
416,160,29,3,228.74
417,161,109,3,474.6
418,162,86,1,160.68
419,162,33,1,230.07
420,162,26,3,199.39
421,163,86,3,160.68
422,163,31,1,204.41
423,164,63,2,70.69
424,164,43,3,172.19
425,164,85,2,179.01
426,165,104,2,343.06
427,165,55,1,128.94
428,165,1,2,152.37
429,166,108,2,24.71
430,166,18,3,408.51
431,166,94,2,98.38
432,167,63,3,70.69
433,167,14,1,88.35
434,167,83,3,74.31
435,168,34,3,167.01
436,168,114,3,271.14
437,169,105,3,477.45
438,170,71,2,56.08
439,171,51,1,105.15
440,171,115,3,142.35
441,171,94,2,98.38
442,172,51,2,105.15
443,173,97,3,249.97
444,173,18,2,408.51
445,174,95,3,151.29
446,174,62,2,110.64
447,175,34,2,167.01
448,176,50,2,495.96
449,176,118,2,270.51
450,176,113,1,45.8
451,177,107,3,11.83
452,177,34,3,167.01
453,177,70,3,49.22
454,178,76,3,283.83
455,178,115,1,142.35
456,178,67,2,494.14
457,179,105,2,477.45
458,179,63,2,70.69
459,179,114,3,271.14
460,180,30,1,398.33
461,180,66,3,175.07
462,181,47,3,54.29
463,181,92,1,438.53
464,182,87,2,127.65
465,182,62,1,110.64
466,182,76,1,283.83
467,182,83,2,74.31
468,183,18,3,408.51
469,183,66,1,175.07
470,184,119,1,295.29
471,184,67,2,494.14
472,184,77,3,326.76
473,185,28,2,315.77
474,186,107,2,11.83
475,186,77,1,326.76
476,187,22,3,352.21
477,187,88,2,46.7
478,187,119,2,295.29
479,188,50,1,495.96
480,188,14,1,88.35
481,188,26,3,199.39
482,188,111,3,357.75
483,189,61,3,353.33
484,189,77,1,326.76
485,190,85,1,179.01
486,190,116,3,44.12
487,190,70,1,49.22
488,190,115,3,142.35
489,191,90,3,305.76
490,192,76,3,283.83
491,192,117,3,487.29
492,192,74,1,322.58
493,193,117,1,487.29
494,193,37,3,319.25
495,194,91,3,18.28
496,195,49,3,223.44
497,196,14,1,88.35
498,196,55,3,128.94
499,196,75,2,75.71
500,197,79,2,315.9
501,197,88,2,46.7
502,197,97,1,249.97
503,198,48,3,13.06
504,198,72,2,441.09
505,199,95,1,151.29
506,199,110,3,255.77
507,199,16,3,137.33
508,199,30,2,398.33
509,200,101,2,493.51
510,200,103,3,213.33
511,200,79,3,315.9
512,200,88,3,46.7
513,201,106,1,13.26
514,202,34,1,167.01
515,203,120,2,342.12
516,203,79,3,315.9
517,203,67,2,494.14
518,203,92,3,438.53
519,204,2,1,227.62
520,204,109,3,474.6
521,204,120,3,342.12
522,204,37,1,319.25
523,205,79,1,315.9
524,205,87,1,127.65
525,206,12,2,287.19
526,206,100,2,444.92
527,207,67,1,494.14
528,207,95,3,151.29
529,208,45,2,395.21
530,208,29,3,228.74
531,208,25,2,381.93
532,209,53,3,154.42
533,209,14,3,88.35
534,210,103,3,213.33
535,211,49,3,223.44
536,211,62,1,110.64
537,211,97,2,249.97
538,211,100,2,444.92
539,212,34,1,167.01
540,213,53,2,154.42
541,213,67,3,494.14
542,213,2,3,227.62
543,214,87,3,127.65
544,214,106,2,13.26
545,214,10,3,309.99
546,214,120,1,342.12
547,215,24,3,164.44
548,215,88,1,46.7
549,215,64,3,262.12
550,216,30,1,398.33
551,216,107,1,11.83
552,217,118,1,270.51
553,218,109,2,474.6
554,219,63,1,70.69
555,219,98,3,124.34
556,219,36,2,51.11
557,220,62,3,110.64
558,220,5,3,388.94
559,220,45,2,395.21
560,220,111,3,357.75
561,221,41,3,413.3
562,221,2,1,227.62
563,221,87,1,127.65
564,221,49,3,223.44
565,222,24,3,164.44
566,222,34,1,167.01
567,222,35,2,435.11
568,223,55,1,128.94
569,223,54,3,51.2
570,223,97,2,249.97
571,223,47,2,54.29
572,224,74,3,322.58
573,224,30,1,398.33
574,225,26,1,199.39
575,225,103,3,213.33
576,225,20,2,459.79
577,225,104,1,343.06
578,226,101,2,493.51
579,226,39,2,398.86
580,226,72,3,441.09
581,227,28,2,315.77
582,228,34,2,167.01
583,228,47,3,54.29
584,228,72,2,441.09
585,229,112,3,214.67
586,229,78,1,178.84
587,229,74,3,322.58
588,230,87,3,127.65
589,230,63,3,70.69
590,230,58,1,314.67
591,231,112,1,214.67
592,231,82,2,47.91
593,232,109,1,474.6
594,232,11,1,407.7
595,232,44,1,69.64
596,232,41,2,413.3
597,233,35,2,435.11
598,233,100,2,444.92
599,233,96,3,392.98
600,233,67,2,494.14
601,234,94,1,98.38
602,234,85,2,179.01
603,235,13,1,144.14
604,236,68,1,348.55
605,236,14,2,88.35
606,236,80,1,460.35
607,236,11,3,407.7
608,237,57,3,86.93
609,237,17,1,492.82
610,237,68,1,348.55
611,238,111,2,357.75
612,238,60,3,217.47
613,238,120,2,342.12
614,239,76,3,283.83
615,239,59,3,351.22
616,240,117,2,487.29
617,240,62,3,110.64
618,240,30,1,398.33
619,241,20,2,459.79
620,241,2,1,227.62
621,241,67,1,494.14
622,242,89,2,302.49
623,243,77,1,326.76
624,243,102,1,70.33
625,243,71,2,56.08
626,244,32,1,142.72
627,244,92,3,438.53
628,244,83,2,74.31
629,244,107,2,11.83
630,245,67,3,494.14
631,245,104,3,343.06
632,246,53,1,154.42
633,246,110,1,255.77
634,246,24,1,164.44
635,247,35,3,435.11
636,247,80,2,460.35
637,247,25,2,381.93
638,247,3,1,431.79
639,248,37,2,319.25
640,249,12,1,287.19
641,249,2,2,227.62
642,250,48,2,13.06
643,250,90,1,305.76
644,250,43,1,172.19
645,250,108,1,24.71
646,251,24,1,164.44
647,251,115,2,142.35
648,251,105,2,477.45
649,251,107,1,11.83
650,252,32,3,142.72
651,252,5,1,388.94
652,252,59,3,351.22
653,252,99,1,299.0
654,253,88,2,46.7
655,253,120,2,342.12
656,253,21,3,434.19
657,253,94,1,98.38
658,254,82,2,47.91
659,254,26,2,199.39
660,254,114,1,271.14
661,254,111,3,357.75
662,255,2,1,227.62
663,255,102,2,70.33
664,255,75,1,75.71
665,256,89,3,302.49
666,256,20,2,459.79
667,256,99,1,299.0
668,256,32,1,142.72
669,257,120,3,342.12
670,257,8,1,431.22
671,257,46,3,382.32
672,258,63,1,70.69
673,258,41,3,413.3
674,259,46,3,382.32
675,259,18,2,408.51
676,259,116,1,44.12
677,259,63,3,70.69
678,260,25,3,381.93
679,260,24,3,164.44
680,260,45,2,395.21
681,260,94,2,98.38
682,261,68,1,348.55
683,262,59,1,351.22
684,262,100,3,444.92
685,262,65,2,9.6
686,263,42,3,137.93
687,263,9,3,318.22
688,264,99,3,299.0
689,264,20,3,459.79
690,264,37,2,319.25
691,264,53,3,154.42
692,265,6,1,108.89
693,266,25,1,381.93
694,266,5,3,388.94
695,266,83,2,74.31
696,266,85,2,179.01
697,267,7,2,296.02
698,267,29,3,228.74
699,267,92,1,438.53
700,268,60,3,217.47
701,269,102,3,70.33
702,269,8,3,431.22
703,269,35,3,435.11
704,270,67,1,494.14
705,270,13,3,144.14
706,271,68,3,348.55
707,271,32,3,142.72
708,272,99,3,299.0
709,273,114,1,271.14
710,273,22,1,352.21
711,273,71,2,56.08
712,273,65,2,9.6
713,274,116,2,44.12
714,274,71,2,56.08
715,274,109,2,474.6
716,275,73,3,194.45
717,275,28,2,315.77
718,276,51,1,105.15
719,276,93,1,261.29
720,276,37,3,319.25
721,276,3,3,431.79
722,277,28,2,315.77
723,277,3,3,431.79
724,278,13,1,144.14
725,278,59,2,351.22
726,279,30,2,398.33
727,279,104,2,343.06
728,280,94,1,98.38
729,280,93,2,261.29
730,281,77,3,326.76
731,282,100,1,444.92
732,283,112,1,214.67
733,284,40,3,112.83
734,285,42,3,137.93
735,285,90,1,305.76
736,286,97,3,249.97
737,286,74,3,322.58
738,286,12,1,287.19
739,286,56,2,333.93
740,287,61,3,353.33
741,288,52,3,455.16
742,289,72,1,441.09
743,289,63,2,70.69
744,289,84,3,296.84
745,289,26,3,199.39
746,290,35,2,435.11
747,291,86,2,160.68
748,292,45,3,395.21
749,292,84,1,296.84
750,292,99,2,299.0
751,293,57,1,86.93
752,293,119,1,295.29
753,294,15,3,149.85
754,295,2,2,227.62
755,295,89,1,302.49
756,295,40,2,112.83
757,296,27,3,290.83
758,296,67,2,494.14
759,297,49,3,223.44
760,298,37,1,319.25
761,299,9,2,318.22
762,300,3,2,431.79
763,301,116,2,44.12
764,302,26,3,199.39
765,302,59,3,351.22
766,303,43,2,172.19
767,303,51,3,105.15
768,303,21,1,434.19
769,304,31,3,204.41
770,304,36,1,51.11
771,304,81,2,344.85
772,305,20,2,459.79
773,305,115,2,142.35
774,306,54,1,51.2
775,306,74,1,322.58
776,307,70,1,49.22
777,307,27,3,290.83
778,307,18,3,408.51
779,307,70,3,49.22
780,308,56,1,333.93
781,308,84,3,296.84
782,309,24,2,164.44
783,310,53,2,154.42
784,310,57,3,86.93
785,310,120,3,342.12
786,310,120,3,342.12
787,311,24,1,164.44
788,311,98,3,124.34
789,312,77,1,326.76
790,312,30,3,398.33
791,313,65,3,9.6
792,313,61,3,353.33
793,314,18,1,408.51
794,314,25,1,381.93
795,314,5,2,388.94
796,314,98,1,124.34
797,315,9,1,318.22
798,315,119,2,295.29
799,316,114,1,271.14
800,316,55,2,128.94
801,316,100,1,444.92
802,316,78,3,178.84
803,317,67,1,494.14
804,318,95,1,151.29
805,318,72,2,441.09
806,318,67,3,494.14
807,318,7,1,296.02
808,319,60,1,217.47
809,319,55,2,128.94
810,319,79,1,315.9
811,320,93,3,261.29
812,321,51,2,105.15
813,321,42,2,137.93
814,322,113,2,45.8
815,322,12,2,287.19
816,323,12,1,287.19
817,324,94,3,98.38
818,324,79,1,315.9
819,324,49,3,223.44
820,324,49,1,223.44
821,325,112,1,214.67
822,325,23,3,128.59
823,326,37,3,319.25
824,326,24,1,164.44
825,326,116,1,44.12
826,326,26,1,199.39
827,327,110,2,255.77
828,327,70,1,49.22
829,327,78,2,178.84
830,327,31,1,204.41
831,328,57,1,86.93
832,328,77,3,326.76
833,328,1,1,152.37
834,328,113,3,45.8
835,329,7,1,296.02
836,329,19,1,481.57
837,330,43,1,172.19
838,330,7,1,296.02
839,330,54,1,51.2
840,331,59,3,351.22
841,331,75,2,75.71
842,332,115,2,142.35
843,332,105,1,477.45
844,332,98,2,124.34
845,333,16,3,137.33
846,333,111,2,357.75
847,334,90,1,305.76
848,334,79,1,315.9
849,335,62,3,110.64
850,336,34,3,167.01
851,336,74,3,322.58
852,336,46,1,382.32
853,337,64,1,262.12
854,337,114,3,271.14
855,337,30,3,398.33
856,337,38,1,182.32
857,338,95,1,151.29
858,339,45,3,395.21
859,339,104,3,343.06
860,339,28,1,315.77
861,340,40,2,112.83
862,341,88,2,46.7
863,342,107,1,11.83
864,343,103,1,213.33
865,343,83,1,74.31
866,343,62,1,110.64
867,343,81,2,344.85
868,344,107,3,11.83
869,345,27,3,290.83
870,346,108,1,24.71
871,346,44,2,69.64
872,346,81,3,344.85
873,347,77,1,326.76
874,347,111,2,357.75
875,348,12,2,287.19
876,348,113,1,45.8
877,348,48,2,13.06
878,348,107,2,11.83
879,349,48,1,13.06
880,350,103,2,213.33
881,351,94,3,98.38
882,351,40,2,112.83
883,351,19,1,481.57
884,351,106,3,13.26
885,352,92,3,438.53
886,352,15,1,149.85
887,352,40,1,112.83
888,352,88,3,46.7
889,353,67,3,494.14
890,354,42,1,137.93
891,354,25,2,381.93
892,355,35,1,435.11
893,356,27,3,290.83
894,357,91,2,18.28
895,357,74,1,322.58
896,358,70,2,49.22
897,358,7,1,296.02
898,358,4,2,222.34
899,359,55,2,128.94
900,360,79,2,315.9
901,360,40,2,112.83
902,360,105,1,477.45
903,360,92,3,438.53
904,361,12,3,287.19
905,361,60,1,217.47
906,362,30,1,398.33
907,362,19,3,481.57
908,362,34,2,167.01
909,362,51,1,105.15
910,363,9,2,318.22
911,364,37,2,319.25
912,364,78,3,178.84
913,365,42,3,137.93
914,366,76,2,283.83
915,366,31,3,204.41
916,366,32,3,142.72
917,366,21,2,434.19
918,367,101,2,493.51
919,367,73,2,194.45
920,367,70,3,49.22
921,367,31,1,204.41
922,368,76,3,283.83
923,369,23,2,128.59
924,369,52,1,455.16
925,369,77,1,326.76
926,369,88,3,46.7
927,370,28,1,315.77
928,371,58,3,314.67
929,371,38,2,182.32
930,372,88,2,46.7
931,372,39,3,398.86
932,373,79,3,315.9
933,374,116,3,44.12
934,374,7,1,296.02
935,374,91,3,18.28
936,375,56,3,333.93
937,375,76,2,283.83
938,376,56,3,333.93
939,376,28,3,315.77
940,376,23,2,128.59
941,376,18,1,408.51
942,377,37,3,319.25
943,377,17,1,492.82
944,378,93,2,261.29
945,378,85,2,179.01
946,379,115,3,142.35
947,379,78,2,178.84
948,379,80,1,460.35
949,379,59,3,351.22
950,380,29,1,228.74
951,380,55,3,128.94
952,380,1,3,152.37
953,381,53,3,154.42
954,381,74,2,322.58
955,381,5,1,388.94
956,382,75,2,75.71
957,383,67,1,494.14
958,383,67,3,494.14
959,383,12,1,287.19
960,383,61,3,353.33
961,384,79,1,315.9
962,384,116,2,44.12
963,384,69,1,40.06
964,385,54,2,51.2
965,385,103,2,213.33
966,385,38,1,182.32
967,386,8,3,431.22
968,386,61,3,353.33
969,386,22,3,352.21
970,387,37,2,319.25
971,388,33,1,230.07
972,388,79,2,315.9
973,388,36,2,51.11
974,389,85,2,179.01
975,389,48,1,13.06
976,390,103,3,213.33
977,390,111,1,357.75
978,391,108,2,24.71
979,391,97,2,249.97
980,392,27,3,290.83
981,392,94,2,98.38
982,393,22,2,352.21
983,394,49,3,223.44
984,394,91,2,18.28
985,395,2,2,227.62
986,395,119,2,295.29
987,395,49,3,223.44
988,395,41,3,413.3
989,396,79,3,315.9
990,396,110,2,255.77
991,396,43,2,172.19
992,396,35,1,435.11
993,397,99,3,299.0
994,397,96,1,392.98
995,397,94,3,98.38
996,397,76,1,283.83
997,398,71,1,56.08
998,398,87,1,127.65
999,398,107,1,11.83
1000,399,88,2,46.7
1001,400,5,1,388.94
1002,400,80,1,460.35
1003,401,91,1,18.28
1004,402,115,1,142.35
1005,402,90,1,305.76
1006,403,119,2,295.29
1007,403,99,2,299.0
1008,403,89,3,302.49
1009,403,99,2,299.0
1010,404,49,2,223.44
1011,405,57,1,86.93
1012,405,63,1,70.69
1013,406,19,3,481.57
1014,407,92,2,438.53
1015,407,14,1,88.35
1016,407,10,1,309.99
1017,407,74,3,322.58
1018,408,84,3,296.84
1019,408,1,1,152.37
1020,409,74,1,322.58
1021,409,66,3,175.07
1022,409,99,2,299.0
1023,409,62,2,110.64
1024,410,1,2,152.37
1025,410,89,2,302.49
1026,411,88,2,46.7
1027,411,52,1,455.16
1028,411,81,3,344.85
1029,412,108,2,24.71
1030,413,50,3,495.96
1031,414,81,3,344.85
1032,415,18,1,408.51
1033,415,25,1,381.93
1034,416,102,3,70.33
1035,417,5,2,388.94
1036,418,28,3,315.77
1037,419,95,3,151.29
1038,419,30,1,398.33
1039,420,117,3,487.29
1040,420,6,1,108.89
1041,420,90,3,305.76
1042,420,17,1,492.82
1043,421,59,3,351.22
1044,422,64,3,262.12
1045,423,44,3,69.64
1046,423,87,2,127.65
1047,423,42,1,137.93
1048,423,88,3,46.7
1049,424,76,1,283.83
1050,425,97,2,249.97
1051,425,22,3,352.21
1052,426,119,3,295.29
1053,426,6,1,108.89
1054,427,3,2,431.79
1055,427,11,1,407.7
1056,428,54,3,51.2
1057,428,104,2,343.06
1058,428,89,1,302.49
1059,429,53,1,154.42
1060,429,23,3,128.59
1061,429,89,1,302.49
1062,429,77,1,326.76
1063,430,54,1,51.2
1064,430,72,1,441.09
1065,430,25,1,381.93
1066,431,60,3,217.47
1067,431,85,1,179.01
1068,432,88,2,46.7
1069,432,64,1,262.12
1070,433,37,1,319.25
1071,433,56,2,333.93
1072,433,43,3,172.19
1073,434,21,1,434.19
1074,434,63,3,70.69
1075,435,54,1,51.2
1076,435,96,3,392.98
1077,435,115,2,142.35
1078,436,31,3,204.41
1079,437,61,3,353.33
1080,438,119,3,295.29
1081,438,59,1,351.22
1082,439,81,2,344.85
1083,439,35,1,435.11
1084,440,36,1,51.11
1085,441,98,2,124.34
1086,441,29,2,228.74
1087,442,74,3,322.58
1088,442,110,1,255.77
1089,443,76,2,283.83
1090,443,108,2,24.71
1091,444,42,2,137.93
1092,444,75,1,75.71
1093,445,6,1,108.89
1094,445,61,3,353.33
1095,445,99,3,299.0
1096,445,5,2,388.94
1097,446,64,1,262.12
1098,446,11,3,407.7
1099,446,97,1,249.97
1100,446,89,3,302.49
1101,447,31,3,204.41
1102,447,12,1,287.19
1103,447,62,3,110.64
1104,448,59,2,351.22
1105,449,81,2,344.85
1106,449,91,3,18.28
1107,449,1,3,152.37
1108,450,38,2,182.32
1109,451,101,3,493.51
1110,451,11,3,407.7
1111,452,15,2,149.85
1112,453,47,1,54.29
1113,453,83,3,74.31
1114,453,91,1,18.28
1115,454,31,3,204.41
1116,454,15,3,149.85
1117,454,62,3,110.64
1118,455,46,2,382.32
1119,455,65,3,9.6
1120,455,55,2,128.94
1121,456,63,3,70.69
1122,456,68,1,348.55
1123,456,61,3,353.33
1124,456,69,3,40.06
1125,457,103,3,213.33
1126,457,89,1,302.49
1127,457,25,2,381.93
1128,458,10,1,309.99
1129,458,22,2,352.21
1130,458,15,3,149.85
1131,459,38,2,182.32
1132,460,57,3,86.93
1133,460,83,1,74.31
1134,460,38,1,182.32
1135,460,9,1,318.22
1136,461,75,2,75.71
1137,461,84,3,296.84
1138,461,101,2,493.51
1139,461,63,3,70.69
1140,462,73,1,194.45
1141,462,115,2,142.35
1142,462,22,2,352.21
1143,463,19,2,481.57
1144,464,92,3,438.53
1145,464,37,1,319.25
1146,465,31,1,204.41
1147,465,6,2,108.89
1148,466,24,1,164.44
1149,466,72,3,441.09
1150,466,5,3,388.94
