order_id,customer_id,order_date,amount,status
237,317,2024-08-22,1102.16,Completed
238,36,2025-11-10,2052.15,Completed
239,456,2024-05-18,1905.15,Cancelled
240,446,2025-06-20,1704.83,Cancelled
241,316,2025-01-09,1641.34,Pending
242,294,2025-04-25,604.98,Cancelled
243,307,2024-01-10,509.25,Pending
244,422,2025-07-28,1630.59,Pending
245,270,2024-03-22,2511.6,Pending
246,292,2025-10-26,574.63,Cancelled
247,114,2025-10-14,3421.68,Pending
248,548,2024-01-23,638.5,Completed
249,733,2025-03-24,742.43,Completed
250,351,2025-03-06,528.78,Completed
251,273,2025-02-05,1415.87,Completed
252,732,2024-09-11,2169.76,Pending
253,682,2024-08-01,2178.59,Pending
254,534,2024-05-05,1838.99,Completed
255,116,2024-08-29,443.99,Pending
256,249,2024-01-10,2268.77,Completed
257,94,2025-12-03,2604.54,Cancelled
258,719,2025-07-03,1310.59,Completed
259,450,2024-07-16,2220.17,Completed
260,573,2024-10-28,2626.29,Cancelled
261,614,2025-07-21,348.55,Completed
262,303,2024-09-26,1705.18,Cancelled
263,20,2025-09-26,1368.45,Completed
264,397,2024-07-13,3378.13,Cancelled
265,114,2024-04-08,108.89,Cancelled
266,33,2024-07-25,2055.39,Completed
267,639,2025-12-19,1716.79,Cancelled
268,214,2025-11-02,652.41,Pending
269,370,2025-07-25,2809.98,Pending
270,73,2024-11-07,926.56,Completed
271,545,2025-01-29,1473.81,Completed
272,572,2025-07-25,897.0,Pending
273,367,2025-11-21,754.71,Pending
274,547,2025-09-06,1149.6,Pending
275,649,2025-03-16,1214.89,Completed
276,261,2025-01-03,2619.56,Pending
277,310,2024-01-07,1926.91,Completed
278,567,2025-06-07,846.58,Cancelled
279,142,2024-09-28,1482.78,Completed
280,585,2025-02-13,620.96,Cancelled
281,178,2025-05-14,980.28,Cancelled
282,39,2025-08-13,444.92,Pending
283,357,2025-03-20,214.67,Pending
284,12,2025-10-11,338.49,Pending
285,327,2025-07-06,719.55,Cancelled
286,52,2025-11-20,2672.7,Pending
287,152,2024-05-15,1059.99,Completed
288,562,2025-02-12,1365.48,Completed
289,715,2024-05-13,2071.16,Completed
290,537,2024-09-09,870.22,Completed
291,702,2025-08-12,321.36,Completed
292,375,2024-12-22,2080.47,Completed
293,359,2025-09-23,382.22,Pending
294,702,2025-01-17,449.55,Completed
295,249,2025-09-27,983.39,Completed
296,24,2024-12-05,1860.77,Completed
297,495,2025-09-29,670.32,Completed
298,45,2024-09-18,319.25,Completed
299,278,2024-02-24,636.44,Pending
300,679,2025-11-06,863.58,Completed
301,237,2025-01-24,88.24,Cancelled
302,612,2025-06-28,1651.83,Completed
303,41,2024-09-10,1094.02,Cancelled
304,701,2024-12-26,1354.04,Completed
305,31,2025-07-22,1204.28,Completed
306,90,2025-01-26,373.78,Cancelled
307,320,2025-09-11,2294.9,Completed
308,142,2024-11-12,1224.45,Cancelled
309,326,2024-03-10,328.88,Cancelled
310,745,2024-01-31,2622.35,Completed
311,156,2024-07-11,537.46,Completed
312,274,2025-09-12,1521.75,Cancelled
313,368,2024-03-22,1088.79,Pending
314,189,2025-01-31,1692.66,Pending
315,423,2024-08-15,908.8,Completed
316,502,2025-12-05,1510.46,Completed
317,738,2024-11-16,494.14,Pending
318,468,2024-02-13,2811.91,Completed
319,451,2025-02-11,791.25,Completed
320,146,2025-04-19,783.87,Pending
321,185,2025-08-22,486.16,Cancelled
322,184,2025-04-09,665.98,Cancelled
323,709,2025-10-26,287.19,Completed
324,650,2025-01-06,1504.8,Completed
325,344,2025-08-02,600.44,Completed
326,430,2024-11-11,1365.7,Completed
327,260,2024-01-13,1122.85,Pending
328,676,2025-05-02,1356.98,Pending
329,635,2025-10-05,777.59,Cancelled
330,38,2024-05-28,519.41,Completed
331,689,2024-10-18,1205.08,Cancelled
332,96,2024-11-02,1010.83,Completed
333,67,2024-10-26,1127.49,Pending
334,540,2025-02-27,621.66,Cancelled
335,586,2025-10-06,331.92,Cancelled
336,724,2024-10-21,1851.09,Pending
337,577,2025-05-23,2452.85,Cancelled
338,122,2024-01-25,151.29,Pending
339,425,2025-02-27,2530.58,Completed
340,707,2024-10-15,225.66,Completed
341,564,2024-11-27,93.4,Completed
342,406,2025-08-05,11.83,Cancelled
343,339,2024-12-12,1087.98,Pending
344,344,2025-04-18,35.49,Pending
345,579,2025-11-25,872.49,Completed
346,363,2024-03-08,1198.54,Completed
347,585,2025-09-12,1042.26,Pending
348,727,2024-02-02,669.96,Completed
349,538,2024-11-05,13.06,Completed
350,95,2025-03-30,426.66,Cancelled
351,158,2024-07-13,1042.15,Completed
352,211,2024-02-07,1718.37,Pending
353,342,2025-04-23,1482.42,Completed
354,24,2025-08-14,901.79,Completed
355,546,2024-11-22,435.11,Pending
356,281,2024-04-27,872.49,Completed
357,563,2024-11-22,359.14,Completed
358,73,2024-11-14,839.14,Cancelled
359,109,2025-01-27,257.88,Completed
360,722,2025-09-02,2650.5,Cancelled
361,81,2025-04-21,1079.04,Cancelled
362,318,2025-12-01,2282.21,Pending
363,333,2025-04-09,636.44,Pending
364,360,2025-05-05,1175.02,Pending
365,521,2024-04-15,413.79,Pending
366,310,2025-06-29,2477.43,Pending
367,68,2024-12-14,1727.99,Completed
368,729,2025-08-10,851.49,Pending
369,334,2025-07-22,1179.2,Completed
370,336,2025-05-21,315.77,Completed
371,652,2024-01-01,1308.65,Completed
372,592,2025-04-02,1289.98,Completed
373,446,2024-12-18,947.7,Completed
374,131,2024-10-28,483.22,Completed
375,113,2024-10-15,1569.45,Completed
376,729,2025-01-26,2614.79,Pending
377,394,2025-01-03,1450.57,Pending
378,74,2025-10-25,880.6,Completed
379,87,2024-05-20,2298.74,Pending
380,566,2025-04-05,1072.67,Pending
381,749,2024-08-30,1497.36,Cancelled
382,495,2025-12-22,151.42,Completed
383,146,2025-06-23,3323.74,Completed
384,701,2025-10-10,444.2,Cancelled
385,465,2025-06-08,711.38,Pending
386,712,2025-09-03,3410.28,Completed
387,673,2024-10-25,638.5,Cancelled
388,130,2025-06-01,964.09,Completed
389,115,2025-09-10,371.08,Completed
390,718,2024-08-29,997.74,Pending
391,87,2024-05-28,549.36,Cancelled
392,244,2025-11-07,1069.25,Pending
393,658,2024-09-27,704.42,Completed
394,488,2024-11-04,706.88,Pending
395,269,2024-05-28,2956.04,Cancelled
396,100,2025-06-28,2238.73,Completed
397,671,2025-08-21,1868.95,Pending
398,346,2025-11-24,195.56,Completed
399,422,2024-04-10,93.4,Cancelled
400,225,2024-10-17,849.29,Completed
401,609,2025-11-03,18.28,Completed
402,620,2024-05-13,448.11,Pending
403,302,2025-04-23,2694.05,Completed
404,166,2024-03-16,446.88,Completed
405,62,2024-09-21,157.62,Completed
406,403,2024-07-01,1444.71,Pending
407,224,2025-09-20,2243.14,Completed
408,457,2024-01-20,1042.89,Pending
409,273,2024-06-04,1667.07,Completed
410,746,2024-03-12,909.72,Cancelled
411,581,2025-07-02,1583.11,Completed
412,375,2025-07-01,49.42,Completed
413,664,2024-07-26,1487.88,Completed
414,307,2025-12-13,1034.55,Pending
415,499,2024-03-27,790.44,Pending
416,245,2025-05-15,210.99,Pending
417,512,2025-06-30,777.88,Pending
418,346,2024-02-13,947.31,Pending
419,470,2025-11-25,852.2,Cancelled
420,145,2025-05-15,2980.86,Completed
421,648,2024-02-21,1053.66,Completed
422,606,2024-03-06,786.36,Completed
423,226,2024-03-05,742.25,Completed
424,141,2024-11-25,283.83,Completed
425,65,2024-05-03,1556.57,Completed
426,567,2024-06-17,994.76,Pending
427,648,2025-09-19,1271.28,Pending
428,184,2024-04-01,1142.21,Cancelled
429,147,2025-10-17,1169.44,Completed
430,627,2024-03-31,874.22,Completed
431,98,2025-09-25,831.42,Completed
432,55,2024-07-17,355.52,Completed
433,687,2024-02-14,1503.68,Completed
434,45,2024-04-16,646.26,Completed
435,73,2024-08-28,1514.84,Pending
436,113,2024-11-29,613.23,Completed
437,205,2025-01-19,1059.99,Completed
438,56,2025-03-22,1237.09,Completed
439,383,2024-05-19,1124.81,Pending
440,131,2024-02-02,51.11,Cancelled
441,477,2025-04-14,706.16,Pending
442,161,2025-10-15,1223.51,Cancelled
443,422,2025-06-18,617.08,Pending
444,15,2025-03-14,351.57,Completed
445,153,2025-08-10,2843.76,Completed
446,404,2025-05-05,2642.66,Completed
447,224,2024-05-15,1232.34,Completed
448,166,2025-12-21,702.44,Pending
449,721,2025-02-19,1201.65,Completed
450,395,2025-12-08,364.64,Completed
451,715,2025-09-19,2703.63,Cancelled
452,57,2025-06-11,299.7,Completed
453,477,2025-09-25,295.5,Completed
454,727,2024-07-28,1394.7,Completed
455,720,2024-08-02,1051.32,Completed
456,65,2025-01-16,1740.79,Completed
457,300,2025-04-07,1706.34,Cancelled
458,83,2025-02-04,1463.96,Completed
459,509,2024-06-03,364.64,Completed
460,136,2025-04-30,835.64,Completed
461,533,2025-10-22,2241.03,Completed
462,562,2025-03-31,1183.57,Pending
463,496,2025-01-15,963.14,Completed
464,467,2024-06-19,1634.84,Cancelled
465,726,2025-12-10,422.19,Completed
466,130,2025-03-27,2654.53,Completed
467,353,2024-05-31,1176.99,Completed
468,470,2024-11-23,453.87,Completed
469,340,2025-10-24,1835.28,Completed
470,347,2025-12-06,1438.56,Completed
471,633,2024-08-13,1942.35,Pending
472,540,2024-08-15,511.91,Completed
473,525,2025-02-07,3178.66,Completed
474,734,2025-03-13,2385.99,Completed
475,221,2025-03-30,1829.89,Pending
476,602,2025-09-04,1641.65,Completed
477,68,2025-08-27,304.74,Pending
478,425,2024-06-28,527.86,Cancelled
479,568,2025-05-17,2156.48,Completed
480,230,2024-01-28,477.75,Completed
481,128,2025-10-31,2015.7,Completed
482,505,2024-03-09,969.66,Cancelled
483,711,2024-05-02,949.2,Completed
484,596,2024-02-29,1903.62,Completed
485,370,2025-03-05,364.64,Completed
486,655,2024-03-19,1061.44,Cancelled
487,172,2025-07-10,1771.77,Completed
488,99,2025-07-01,1229.16,Cancelled
489,497,2025-02-25,1467.72,Completed
490,193,2025-07-26,102.4,Cancelled
491,120,2024-05-14,3025.84,Completed
492,351,2024-06-25,392.98,Completed
493,132,2025-12-11,403.66,Completed
494,436,2025-12-08,863.58,Completed
495,44,2024-07-20,210.99,Completed
496,608,2024-03-01,974.58,Pending
497,68,2024-11-04,493.51,Completed
498,211,2025-08-24,543.7,Completed
499,285,2025-08-16,2953.23,Completed
500,584,2024-03-10,348.55,Completed
501,289,2024-06-24,261.29,Cancelled
502,517,2025-12-25,1373.81,Pending
503,364,2025-01-23,329.49,Pending
504,127,2025-04-22,560.8,Completed
505,740,2024-02-11,2307.7,Completed
506,704,2025-03-30,1286.57,Completed
507,14,2025-11-21,210.3,Pending
508,675,2025-11-23,963.14,Completed
509,712,2025-08-27,1035.22,Completed
510,610,2025-02-17,572.0,Completed
511,731,2025-08-18,2720.22,Cancelled
512,415,2025-05-11,1511.63,Cancelled
513,237,2025-10-05,432.42,Completed
514,70,2025-05-25,925.62,Completed
515,311,2025-09-28,124.34,Cancelled
516,505,2025-04-22,1071.12,Completed
517,554,2025-07-13,333.93,Completed
518,461,2024-11-18,2778.93,Pending
519,504,2025-03-17,1531.1,Completed
520,676,2025-07-21,1535.66,Cancelled
521,606,2025-01-21,1402.95,Cancelled
522,132,2025-01-10,373.02,Completed
523,390,2024-04-09,1338.86,Pending
524,241,2025-10-25,1461.87,Completed
525,313,2024-04-27,1433.3,Completed
526,674,2025-03-08,2157.06,Cancelled
527,400,2024-11-26,686.12,Cancelled
528,708,2025-11-22,1885.18,Completed
529,307,2025-01-07,1260.96,Pending
530,220,2024-10-21,1196.58,Completed
531,232,2025-10-01,567.66,Completed
532,69,2025-08-03,1137.03,Cancelled
533,680,2025-07-06,792.61,Completed
534,465,2025-11-18,1080.35,Cancelled
535,192,2025-08-13,971.97,Pending
536,630,2025-03-20,494.14,Cancelled
537,474,2024-05-31,1427.62,Completed
538,421,2024-11-22,1819.42,Completed
539,263,2025-12-04,605.01,Cancelled
540,29,2024-09-08,1153.63,Completed
541,140,2024-01-30,1178.57,Completed
542,21,2024-02-26,803.67,Completed
543,688,2025-11-04,1270.99,Completed
544,124,2025-06-18,1150.01,Cancelled
545,599,2025-02-03,1209.52,Completed
546,604,2024-02-27,1803.54,Pending
547,285,2024-05-28,2331.31,Completed
548,679,2024-02-25,1062.17,Completed
549,548,2024-08-30,1786.8,Pending
550,216,2024-06-13,342.93,Pending
551,483,2025-02-26,680.18,Completed
552,431,2025-09-08,1498.93,Cancelled
553,646,2025-03-30,455.16,Completed
554,322,2025-08-12,434.19,Completed
555,731,2025-10-26,2231.03,Completed
556,704,2025-08-30,630.67,Completed
557,585,2024-08-17,885.87,Completed
558,642,2024-08-22,2217.28,Completed
559,267,2024-06-01,2509.55,Completed
560,465,2025-11-20,686.22,Pending
561,196,2024-09-29,910.65,Completed
562,429,2024-07-03,611.69,Pending
563,462,2024-09-11,1795.35,Completed
564,731,2025-01-27,1343.12,Pending
565,483,2024-12-28,304.74,Cancelled
566,635,2025-01-25,2383.67,Completed
567,516,2025-05-19,3392.96,Completed
568,321,2024-02-15,2444.38,Completed
569,271,2025-06-13,2776.21,Completed
570,55,2024-07-12,398.33,Completed
571,482,2024-09-23,1983.37,Completed
572,497,2025-04-13,1423.8,Pending
573,127,2024-12-23,593.78,Completed
574,280,2025-07-30,1121.36,Cancelled
575,427,2024-03-19,1254.71,Completed
576,404,2025-01-17,49.42,Cancelled
577,30,2024-03-24,2710.19,Pending
578,464,2024-11-28,955.76,Cancelled
579,331,2024-02-26,1500.46,Completed
580,167,2025-02-01,1480.44,Pending
581,318,2025-12-02,1435.24,Cancelled
582,205,2025-05-16,1918.89,Pending
583,629,2024-07-09,1975.96,Pending
584,508,2025-06-23,364.64,Cancelled
585,82,2025-05-04,1566.7,Completed
586,536,2025-03-13,56.08,Completed
587,526,2024-04-20,2545.6,Cancelled
588,261,2025-08-22,449.55,Completed
589,184,2024-07-05,815.4,Pending
590,322,2025-08-24,2529.21,Pending
591,266,2025-11-20,1551.28,Completed
592,472,2025-12-09,3174.75,Pending
593,310,2024-03-30,377.47,Completed
594,28,2024-08-02,1298.63,Pending
595,196,2024-03-29,1286.05,Completed
596,497,2025-04-27,1455.43,Completed
597,106,2025-10-07,2495.51,Pending
598,500,2025-02-13,3997.39,Pending
599,66,2024-10-01,3082.69,Pending
600,166,2024-10-21,4133.5,Completed
601,617,2025-11-03,1326.15,Pending
602,427,2025-11-20,2024.41,Completed
603,133,2024-06-26,645.96,Completed
604,311,2024-08-28,863.58,Completed
605,366,2025-11-24,428.72,Completed
606,441,2024-04-26,869.47,Cancelled
607,349,2024-12-29,1553.67,Completed
608,686,2024-04-16,1032.32,Completed
609,43,2025-06-03,559.52,Completed
610,161,2024-10-26,2063.78,Pending
611,207,2025-03-25,285.44,Pending
612,294,2025-06-01,870.22,Completed
613,370,2025-10-06,801.11,Completed
614,440,2025-02-27,1119.52,Pending
615,735,2025-06-13,139.28,Completed
616,169,2025-03-20,3334.4,Completed
617,303,2025-03-05,2065.71,Pending
618,626,2024-05-30,2862.46,Pending
619,665,2025-02-18,1975.7,Completed
620,533,2025-07-07,973.73,Completed
621,349,2025-10-12,667.02,Completed
622,265,2024-09-04,658.43,Completed
623,363,2024-05-06,629.34,Completed
624,6,2025-04-09,1256.31,Completed
625,610,2024-08-27,3406.02,Completed
626,732,2025-01-21,1659.12,Cancelled
627,370,2025-04-10,900.72,Completed
628,95,2024-03-04,668.0,Pending
629,694,2025-06-22,937.37,Pending
630,750,2025-03-02,221.67,Completed
631,133,2025-12-22,302.49,Cancelled
632,485,2024-02-03,778.04,Completed
633,586,2024-10-23,500.32,Completed
634,302,2025-05-12,1495.91,Completed
635,291,2024-08-08,685.15,Completed
636,318,2025-08-02,2082.5,Pending
637,142,2025-05-31,2478.65,Pending
638,420,2025-01-31,1380.45,Completed
639,170,2025-12-25,2176.35,Completed
640,634,2025-07-08,583.35,Cancelled
641,488,2025-05-29,537.03,Completed
642,20,2024-10-08,109.62,Completed
643,87,2025-06-30,1941.01,Cancelled
644,448,2024-07-03,1073.25,Pending
645,392,2024-09-20,432.42,Completed
646,293,2024-05-27,1681.84,Completed
647,61,2025-09-21,1529.46,Completed
648,102,2024-11-23,928.0,Completed
649,612,2025-08-23,2282.88,Completed
650,417,2024-03-08,463.26,Pending
651,20,2024-10-02,428.16,Cancelled
652,312,2025-08-04,1765.39,Pending
653,252,2025-07-04,1646.24,Pending
654,1,2024-03-02,1174.53,Pending
655,600,2025-06-06,1302.57,Completed
656,577,2024-03-12,315.45,Completed
657,144,2025-07-23,1914.03,Completed
658,725,2025-04-08,427.66,Completed
659,614,2024-12-02,431.99,Completed
660,10,2025-11-19,1648.57,Completed
661,552,2024-02-01,764.64,Pending
662,367,2025-01-31,274.66,Completed
663,198,2025-03-31,641.66,Completed
664,197,2024-04-02,1782.16,Cancelled
665,288,2025-05-19,192.15,Cancelled
666,114,2024-10-11,3039.24,Cancelled
667,579,2024-06-28,1378.62,Completed
668,234,2025-06-19,2719.17,Completed
669,630,2024-09-15,1336.05,Cancelled
670,417,2024-10-07,2060.54,Completed
671,431,2025-06-29,2291.7,Pending
672,232,2025-12-07,270.51,Pending
673,169,2024-12-03,1034.55,Completed
674,29,2025-05-06,851.49,Pending
675,257,2024-09-10,941.31,Completed
676,615,2025-09-26,689.7,Pending
677,128,2024-03-28,446.88,Completed
678,131,2024-03-04,1196.58,Pending
679,68,2024-04-14,364.64,Completed
680,99,2025-09-24,2553.78,Pending
681,11,2025-04-09,947.33,Pending
682,465,2025-06-13,771.21,Completed
683,608,2024-07-17,603.87,Cancelled
684,493,2025-09-27,356.05,Pending
685,131,2024-11-15,2177.06,Cancelled
686,151,2025-04-25,1898.99,Completed
687,59,2024-08-31,257.88,Cancelled
688,206,2025-10-17,69.64,Completed
689,712,2025-12-09,1788.01,Pending
690,337,2024-06-15,626.34,Completed
691,478,2025-09-30,929.92,Completed
692,211,2025-02-13,54.29,Completed
693,367,2024-01-31,963.14,Cancelled
694,200,2025-10-08,627.53,Cancelled
695,269,2024-06-27,560.38,Completed
696,104,2024-01-22,1000.96,Completed
697,677,2024-06-24,1007.52,Cancelled
698,546,2025-01-22,971.94,Completed
699,602,2024-07-12,1096.32,Cancelled
700,130,2025-06-04,2214.78,Cancelled
